IRALCFY,IRMJFY,IRCIGFM,IRSMKLSS30N,IRALCFM,IRMJFM,IRCIGAGE,IRSMKLSSTRY,IRALCAGE,IRMJAGE,MRJFLAG,ALCFLAG,TOBFLAG,ALCYDAYS,MRJYDAYS,ALCMDAYS,MRJMDAYS,CIGMDAYS,SMKLSMDAYS,SCHFELT,TCHGJOB,AVGGRADE,STNDSCIG,STNDSMJ,STNDALC,STNDDNK,PARCHKHW,PARHLPHW,PRCHORE2,PRLMTTV2,PARLMTSN,PRGDJOB2,PRPROUD2,ARGUPAR,YOFIGHT2,YOGRPFT2,YOHGUN2,YOSELL2,YOSTOLE2,YOATTAK2,PRPKCIG2,PRMJEVR2,PRMJMO,PRALDLY2,YFLPKCG2,YFLTMRJ2,YFLMJMO,YFLADLY2,FRDPCIG2,FRDMEVR2,FRDMJMON,FRDADLY2,TALKPROB,PRTALK3,PRBSOLV2,PREVIOL2,PRVDRGO2,GRPCNSL2,PREGPGM2,YTHACT2,DRPRVME3,ANYEDUC3,RLGATTD,RLGIMPT,RLGDCSN,RLGFRND,IRSEX,NEWRACE2,HEALTH2,EDUSCHLGO,EDUSCHGRD2,EDUSKPCOM,IMOTHER,IFATHER,INCOME,GOVTPROG,POVERTY3,PDEN10,COUTYP4
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,98,98,98,3,3,1,1,1,2,2
993,991,91,91,93,91,991,991,8,991,0,1,0,6,6,5,5,6,5,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,4,1,6,0,1,1,1,1,1,1,1
36,260,91,91,2,25,991,991,13,14,1,1,0,2,4,1,4,6,5,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,7,3,1,8,10,1,1,1,1,1,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,5,4,1,8,3,1,1,4,2,3,1,1
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,3,1,2,2,1,1,1,2,2
11,15,93,91,1,93,13,991,15,15,1,1,1,1,2,1,5,6,5,1,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,99,99,1,1,2,2,3,3,3
52,260,93,91,1,15,10,991,11,8,1,1,1,3,4,1,3,6,5,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,3,1,7,2,1,1,4,1,2,1,1
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,6,5,1,2,2,1,1,2,3
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,7,2,1,2,0,1,2,4,2,3,2,2
24,991,91,91,1,91,991,991,16,991,0,1,0,2,6,1,5,6,5,2,2,2,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,7,99,1,2,4,2,3,1,1
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,7,99,1,1,4,2,3,2,2
3,991,91,91,93,91,991,991,16,991,0,1,0,1,6,5,5,6,5,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,7,1,1,8,0,1,2,2,2,1,1,1
36,120,93,91,93,3,13,991,13,12,1,1,1,2,4,5,2,6,5,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,99,99,1,1,2,1,1,2,3
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,4,0,1,1,2,2,2,1,1
8,991,91,91,93,91,991,991,12,991,0,1,0,1,6,5,5,6,5,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,3,1,1,1,4,2,3,3,3
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,5,2,1,4,0,1,1,4,2,3,1,1
104,32,91,91,5,2,991,991,13,17,1,1,0,4,2,2,1,6,5,1,1,2,2,2,1,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,99,99,1,1,4,2,3,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,NA,2,2,2,2,1,NA,NA,1,1,2,2,1,1,NA,NA,1,2,2,NA,2,2,2,2,1,1,2,2,2,2,2,1,1,3,1,6,0,1,1,4,2,3,1,1
1,991,91,91,1,91,991,991,17,991,0,1,0,1,6,1,5,6,5,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,7,1,1,8,6,1,1,1,2,1,2,2
1,991,91,91,93,91,991,991,16,991,0,1,0,1,6,5,5,6,5,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,4,1,7,99,1,1,4,2,3,2,3
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,NA,1,1,1,2,1,2,1,3,98,1,1,4,2,3,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,1,3,0,1,1,4,2,3,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,NA,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,4,0,1,2,2,2,2,2,3
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,3,1,5,0,1,1,4,1,3,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,NA,2,2,2,2,1,NA,1,2,2,1,1,1,2,2,2,2,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,1,2,3,1,4,0,1,2,2,1,1,1,1
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,99,99,2,1,1,2,1,2,2
120,16,91,91,4,93,991,991,14,16,1,1,0,4,2,2,5,6,5,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,7,0,1,1,4,2,3,1,1
104,250,1,91,15,30,14,991,8,12,1,1,1,4,4,3,4,1,5,2,2,1,NA,1,1,1,1,2,1,2,2,2,2,2,1,1,NA,NA,NA,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1,1,3,2,99,99,1,1,4,2,3,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,3,1,4,0,1,2,4,2,3,1,1
104,48,93,91,93,5,14,991,13,15,1,1,1,4,2,5,2,6,5,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,6,0,2,2,2,2,1,2,3
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,5,3,1,3,99,1,1,4,2,3,3,3
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,3,1,4,0,1,1,4,2,3,1,1
1,991,91,91,1,91,991,991,14,991,0,1,0,1,6,1,5,6,5,1,1,NA,NA,2,2,NA,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,7,3,1,5,0,1,1,2,2,1,1,1
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,6,2,1,3,99,1,1,4,2,3,1,1
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,7,2,1,6,0,1,1,2,1,1,2,2
60,240,30,91,7.5,93,12,991,9,12,1,1,1,3,4,3,5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,94,98,98,1,2,4,1,3,3,3
991,991,91,91,91,91,991,991,991,991,0,0,1,6,6,5,5,6,5,2,1,2,2,2,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,5,0,1,1,4,2,3,3,3
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,7,4,1,7,0,1,1,2,2,2,1,1
993,991,91,91,93,91,991,991,8,991,0,1,0,6,6,5,5,6,5,1,2,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,7,0,1,1,3,1,2,2,2
993,993,91,91,93,93,991,991,12,12,1,1,0,6,6,5,5,6,5,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,4,1,6,0,1,1,1,1,1,2,2
10,180,5,91,93,15,15,991,11,13,1,1,1,1,4,5,3,2,5,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,3,1,6,99,1,1,4,2,3,2,3
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,NA,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,4,0,1,2,2,1,1,1,1
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,0,1,2,4,2,3,1,1
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,3,1,5,2,1,1,2,1,2,2,2
993,991,93,91,93,91,11,991,9,991,0,1,1,6,6,5,5,6,5,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,6,0,1,1,2,2,2,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,7,2,1,6,0,1,2,2,1,1,2,3
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,6,4,1,7,0,1,1,3,2,3,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,7,3,1,5,2,1,2,2,1,1,1,1
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,2,1,2,2,2,2,2,1,1,2,1,2,2,1,NA,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,0,1,1,4,2,3,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,NA,1,1,2,2,2,2,2,1,1,2,2,2,2,1,6,2,1,8,0,1,1,4,2,3,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,3,1,4,0,1,1,4,2,3,1,1
60,312,93,91,93,5,14,991,13,12,1,1,1,3,5,5,2,6,5,2,2,NA,1,1,1,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,NA,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,5,0,1,2,4,2,3,2,3
993,991,91,91,93,91,991,991,13,991,0,1,0,6,6,5,5,6,5,2,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,7,1,1,5,0,1,1,1,2,1,2,3
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,3,1,6,0,1,1,4,2,3,1,1
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,3,99,1,1,2,1,1,1,1
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,8,99,1,1,4,1,3,2,2
5,991,91,91,1,91,991,991,13,991,0,1,0,1,6,1,5,6,5,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,7,1,1,5,0,1,1,4,2,3,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,4,1,1,3,0,1,2,2,2,2,1,1
1,5,91,91,93,93,991,991,14,14,1,1,0,1,1,5,5,6,5,2,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,6,4,2,99,99,1,1,4,2,3,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,1,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,7,2,1,8,98,1,1,1,2,1,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,3,1,5,0,1,1,4,2,3,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,1,6,0,2,2,1,2,1,2,3
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,2,2,2,1,2,1,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,1,4,0,1,2,3,2,3,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,6,1,2,99,99,1,1,4,2,3,1,1
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,2,1,2,NA,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,7,2,1,3,0,1,1,4,2,3,1,1
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,5,0,1,1,4,2,3,1,1
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,6,0,1,2,3,2,3,3,3
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,8,99,1,2,4,2,3,1,1
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,3,1,3,0,1,2,2,2,1,2,2
3,991,91,91,93,91,991,991,13,991,0,1,0,1,6,5,5,6,5,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,6,0,1,1,4,2,3,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,7,1,1,4,99,1,2,2,1,1,1,1
991,41,91,91,91,6,991,991,991,17,1,0,0,6,2,5,3,6,5,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,7,99,2,1,4,2,3,2,2
36,36,93,91,2,3,16,991,16,15,1,1,1,2,2,1,2,6,5,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,8,99,1,1,4,2,3,2,2
3,991,91,91,1,91,991,991,16,991,0,1,0,1,6,1,5,6,5,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,3,1,7,0,1,1,4,2,3,1,1
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,5,1,1,6,0,1,2,1,1,1,1,1
1,3,91,91,1,3,991,991,12,12,1,1,0,1,1,1,2,6,5,2,NA,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,4,1,3,94,2,1,2,2,3,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,2,1,7,3,1,7,0,1,1,4,2,3,1,1
50,52,91,91,93,3,991,991,15,14,1,1,0,3,3,5,2,6,5,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,2,2,7,4,1,6,1,1,1,1,2,1,1,1
48,2,91,91,1,93,991,991,14,15,1,1,0,2,1,1,5,6,5,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,7,2,1,7,1,1,1,4,2,3,1,1
25,52,93,30,1,3,13,15,15,13,1,1,1,2,3,1,2,6,4,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,2,1,6,0,1,1,4,2,3,2,2
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,2,1,2,2,2,2,NA,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,7,3,1,5,0,1,1,2,2,1,1,1
991,991,91,91,91,91,991,991,991,991,0,0,0,6,6,5,5,6,5,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,7,2,1,3,94,1,1,1,2,1,1,1
18,991,91,91,2,91,991,991,17,991,0,1,0,2,6,1,5,6,5,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,7,3,1,8,99,1,1,2,2,2,1,1
